time,seconds_elapsed,z,y,x
1741199041464569300,17.7045693359375,-2.5895465376019478,1.0781161387354135,3.11094181676805
1741199041474540300,17.714540283203124,-2.046661311161518,0.7901280489057302,3.662569152590632
1741199041484511500,17.724511474609375,-1.5400059204876422,0.6017682080417871,4.065096644791961
1741199041494482200,17.734482177734375,-1.1759995898604392,0.5399778145611286,4.331784756961465
1741199041504452400,17.744452392578125,-0.9521463377457111,0.5921323646903037,4.577219653221965
1741199041514423300,17.75442333984375,-0.6967560107905417,0.7622603832930326,4.824446109074354
1741199041524394200,17.764394287109376,-0.36889877884387967,0.9968743180707097,5.028517898333073
1741199041534365400,17.774365478515627,-0.12371873412728308,1.2495923570767045,5.178321506309509
1741199041544335400,17.78433544921875,0.12974515480995177,1.5756152862682937,5.235373765352368
1741199041554306300,17.794306396484377,0.35801023201756177,2.02159233635664,5.223413862967491
1741199041564277500,17.804277587890624,0.5232943907856941,2.5319161864101885,5.242356463846564
1741199041574248200,17.814248291015623,0.6503215188086032,3.1081565699636933,5.19715597063899
1741199041584218400,17.82421826171875,0.7776748100459575,3.5963270403981205,5.1749914851039645
1741199041594189300,17.834189208984377,1.0282909083366394,3.988660470843315,5.046381471803784
1741199041604160300,17.84416015625,1.1809317855656147,4.441105840162932,4.815917934703827
1741199041614131500,17.85413134765625,1.226679975783825,5.011296714419126,4.374741270634532
1741199041624101400,17.864101318359374,1.0585247185587883,5.549886874014139,3.5539369284361597
1741199041634072300,17.874072265625,0.3917512466430664,5.768794413354993,2.3960358898460865
1741199041644043500,17.88404345703125,0.031142157238721845,5.720524011182785,1.4910346765697002
1741199041654014500,17.894014404296875,-0.0523497804403305,5.759560721063614,1.0968038880705833
1741199041663984400,17.903984375,-0.2338311138369143,5.985777706634998,1.1745523136615752
1741199041673955300,17.913955322265625,-0.348590150308609,6.170088564369082,1.568516560178995
1741199041683926300,17.92392626953125,-0.5776056805573403,6.674191347950696,2.150571767491102
1741199041693897200,17.933897216796876,-0.9392518579244613,7.135965978890657,2.917135985457897
1741199041703867400,17.943867431640626,-1.0372213798977434,7.430374457156658,3.556724513328075
1741199041713838300,17.95383837890625,-0.8479425244927405,7.8610805806159965,3.814986742457747
1741199041723809300,17.963809326171877,-0.7462684489130973,8.510834528669715,3.854455998536944
1741199041733780500,17.973780517578124,-1.1642192818261683,9.193001384550332,4.116922693619132
1741199041743750400,17.98375048828125,-1.939450498112291,9.587377134478091,4.68528606018722
1741199041753721300,17.993721435546874,-2.8129928894162175,9.624349313044547,5.283873300105333
1741199041763692300,18.0036923828125,-3.5295009908378123,9.331393371674418,5.729077904516458
